STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
41,Oregon,410011,2,2,0,0,3,3,0,5,CLACKAMAS (5),0,NOT APPLICABLE,12,12,1,January,2016,3,Tuesday,10,10:00am-10:59am,3,3,0,This section IS NOT on the NHS,3,State Highway,SR-211 (ODOT 161),,1,Rural,4,Minor Arterial,1,State Highway Agency,105,105,45.14999444,45.14999444,-122.6396778,-122.63967778,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,10,10:00am-10:59am,3,3,10,10:00am-10:59am,8,8,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,0
41,Oregon,410012,1,1,0,0,1,1,0,17,DESCHUTES (17),0,NOT APPLICABLE,17,17,1,January,2016,1,Sunday,3,3:00am-3:59am,22,22,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 17),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,25,25,44.26322778,44.26322778,-121.5071417,-121.50714167,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410013,1,1,0,1,2,2,1,51,MULTNOMAH (51),1650,PORTLAND,17,17,1,January,2016,1,Sunday,17,5:00pm-5:59pm,47,47,1,This section IS ON the NHS,1,Interstate,I-5,,2,Urban,1,Interstate,1,State Highway Agency,2993,2993,45.50111667,45.50111667,-122.6740333,-122.67403333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,18,Through Roadway,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410014,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,12,12,1,January,2016,3,Tuesday,7,7:00am-7:59am,38,38,1,This section IS ON the NHS,6,Local Street - Municipality,SE DIVISION ST,SE 156TH AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.50438056,45.50438056,-122.5029917,-122.50299167,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,4,Dawn,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,7,7:00am-7:59am,38,38,7,7:00am-7:59am,41,41,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410015,3,3,0,0,3,3,0,43,LINN (43),0,NOT APPLICABLE,21,21,1,January,2016,5,Thursday,6,6:00am-6:59am,45,45,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 16),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,200,200,44.47431389,44.47431389,-122.8171111,-122.81711111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,54,54,7,7:00am-7:59am,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410016,2,2,0,0,2,2,0,67,WASHINGTON (67),2065,TIGARD,23,23,1,January,2016,7,Saturday,8,8:00am-8:59am,31,31,0,This section IS NOT on the NHS,4,County Road,CR-SW ROY ROGERS RD,,2,Urban,4,Minor Arterial,2,County Highway Agency,0,,45.419,45.419,-122.85175,-122.85175,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,31,31,8,8:00am-8:59am,40,40,9,9:00am-9:59am,24,24,0,,0,,0,,1,0
41,Oregon,410017,1,1,0,0,1,1,0,51,MULTNOMAH (51),1650,PORTLAND,24,24,1,January,2016,1,Sunday,23,11:00pm-11:59pm,4,4,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE AIRPORT WAY,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.55996111,45.55996111,-122.5148417,-122.51484167,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410018,2,2,0,0,3,3,0,39,LANE (39),0,NOT APPLICABLE,26,26,1,January,2016,3,Tuesday,9,9:00am-9:59am,45,45,1,This section IS ON the NHS,3,State Highway,SR-126 (ODOT 15),DEERHORN RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,114,114,44.05508611,44.05508611,-122.8314583,-122.83145833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,9,9:00am-9:59am,45,45,9,9:00am-9:59am,52,52,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410019,1,1,0,0,1,1,0,11,COOS (11),0,NOT APPLICABLE,27,27,1,January,2016,4,Wednesday,11,11:00am-11:59am,56,56,0,This section IS NOT on the NHS,3,State Highway,SR-241 (ODOT 241),,1,Rural,5,Major Collector,1,State Highway Agency,49,49,43.37630833,43.37630833,-124.1366194,-124.13661944,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,58,58,8,8:00am-8:59am,7,7,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410020,1,1,0,1,1,1,1,53,POLK (53),480,DALLAS,29,29,1,January,2016,6,Friday,17,5:00pm-5:59pm,45,45,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE WASHINGTON ST,SE SHELTON ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.91941944,44.91941944,-123.3138861,-123.31388611,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,45,45,17,5:00pm-5:59pm,59,59,18,6:00pm-6:59pm,1,1,0,,0,,0,,1,0
41,Oregon,410021,1,1,0,0,3,3,0,45,MALHEUR (45),0,NOT APPLICABLE,30,30,1,January,2016,7,Saturday,8,8:00am-8:59am,15,15,1,This section IS ON the NHS,2,U.S. Highway,US-95 (ODOT 456),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,590,590,42.80499722,42.80499722,-117.7260083,-117.72600833,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,43,43,10,10:00am-10:59am,9,9,11,11:00am-11:59am,34,34,0,,0,,0,,1,0
41,Oregon,410022,1,1,0,1,1,1,1,61,UNION (61),0,NOT APPLICABLE,31,31,1,January,2016,1,Sunday,8,8:00am-8:59am,33,33,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,2810,2810,45.09369167,45.09369167,-117.9517444,-117.95174444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,4,Dawn,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,8,8:00am-8:59am,34,34,8,8:00am-8:59am,45,45,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),23,Indication of a Stalled/Disabled Vehicle,0,,0,,1,0
41,Oregon,410023,2,2,0,0,3,3,0,25,HARNEY (25),0,NOT APPLICABLE,1,1,2,February,2016,2,Monday,12,12:00pm-12:59pm,27,27,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 7),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1659,1659,43.75213056,43.75213056,-118.4843083,-118.48430833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,27,27,1,1:00am-1:59am,1,1,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,3,0
41,Oregon,410024,2,2,0,0,2,2,0,51,MULTNOMAH (51),1650,PORTLAND,4,4,2,February,2016,5,Thursday,18,6:00pm-6:59pm,21,21,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE MT SCOTT BLVD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.464675,45.464675,-122.5571167,-122.55711667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,21,21,18,6:00pm-6:59pm,27,27,18,6:00pm-6:59pm,59,59,0,,0,,0,,1,0
41,Oregon,410025,1,1,0,0,5,5,0,17,DESCHUTES (17),0,NOT APPLICABLE,8,8,2,February,2016,2,Monday,7,7:00am-7:59am,52,52,1,This section IS ON the NHS,2,U.S. Highway,US-20 (ODOT 7),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,545,545,43.74688611,43.74688611,-120.4025583,-120.40255833,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,0,0,8,8:00am-8:59am,30,30,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410026,1,1,0,0,2,2,0,63,WALLOWA (63),0,NOT APPLICABLE,8,8,2,February,2016,2,Monday,17,5:00pm-5:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-350 (ODOT 350),,1,Rural,5,Major Collector,1,State Highway Agency,206,206,45.47318056,45.47318056,-116.9561361,-116.95613611,0,No Special Jurisdiction,17,Boulder,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,33,33,18,6:00pm-6:59pm,20,20,19,7:00pm-7:59pm,39,39,0,,0,,0,,1,0
41,Oregon,410027,1,1,0,1,1,1,1,29,JACKSON (29),1310,MEDFORD,8,8,2,February,2016,2,Monday,8,8:00am-8:59am,38,38,0,This section IS NOT on the NHS,6,Local Street - Municipality,STEWART AVE,KINGS ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,42.31286667,42.31286667,-122.8773361,-122.87733611,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410028,2,2,0,0,2,2,0,19,DOUGLAS (19),0,NOT APPLICABLE,11,11,2,February,2016,5,Thursday,9,9:00am-9:59am,27,27,1,This section IS ON the NHS,3,State Highway,SR-42 (ODOT 35),GRANGE RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,748,748,43.14445833,43.14445833,-123.3837528,-123.38375278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,9,9:00am-9:59am,28,28,9,9:00am-9:59am,34,34,9,9:00am-9:59am,52,52,0,,0,,0,,1,0
41,Oregon,410029,1,1,0,1,1,1,1,47,MARION (47),1810,SALEM,13,13,2,February,2016,7,Saturday,18,6:00pm-6:59pm,37,37,0,This section IS NOT on the NHS,6,Local Street - Municipality,25TH ST SE,CLAUDE ST SE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.92546389,44.92546389,-123.0106833,-123.01068333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,37,37,18,6:00pm-6:59pm,40,40,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410030,2,2,0,0,6,6,0,51,MULTNOMAH (51),1650,PORTLAND,13,13,2,February,2016,7,Saturday,5,5:00am-5:59am,31,31,1,This section IS ON the NHS,6,Local Street - Municipality,NE HALSEY ST,NE 157TH AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.53365833,45.53365833,-122.5009028,-122.50090278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,5,5:00am-5:59am,31,31,5,5:00am-5:59am,44,44,6,6:00am-6:59am,19,19,0,,0,,0,,1,0
41,Oregon,410031,1,1,0,0,1,1,0,51,MULTNOMAH (51),1650,PORTLAND,18,18,2,February,2016,5,Thursday,15,3:00pm-3:59pm,19,19,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE MARINE DR,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.56488611,45.56488611,-122.5183944,-122.51839444,0,No Special Jurisdiction,3,Immersion or Partial Immersion,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410032,2,2,0,0,2,2,0,47,MARION (47),0,NOT APPLICABLE,19,19,2,February,2016,6,Friday,11,11:00am-11:59am,30,30,0,This section IS NOT on the NHS,4,County Road,CR-OLD ST PAUL HWY,CR-ARBOR GROVE RD NE,1,Rural,6,Minor Collector,2,County Highway Agency,46,46,45.16369444,45.16369444,-122.9171389,-122.91713889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,11,11:00am-11:59am,32,32,11,11:00am-11:59am,38,38,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
