ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410026,1,58,Male,Pedestrian,2015,February,Thursday,11:00pm-11:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.51889722,-122.9928722,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,0,No Controls,4,One-Way Trafficway,41067032501,Census Tract 325.01,60927.0,3124,56.33802816901409,2.5288092189500637,32.4583866837388,19.71595655806182
410029,1,78,Female,Pedestrian,2015,February,Monday,10:00am-10:59am,Daylight,Rain,Urban,Minor Arterial,L-Intersection,On Roadway,None / Unknown,44.03790278,-123.0912389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",41039004700,Census Tract 47,66127.0,3964,80.22199798183652,0.17658930373360243,8.097880928355197,15.004299226139295
410030,1,90,Female,Pedestrian,2015,February,Monday,3:00pm-3:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.43403056,-122.7649083,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067030700,Census Tract 307,42852.0,1486,62.58411843876177,5.3162853297442805,18.10228802153432,12.216216216216216
410032,1,60,Male,Bicyclist,2015,February,Tuesday,5:00pm-5:59pm,Dusk,Clear,Urban,Minor Arterial,Not an Intersection,On Roadside,None / Unknown,44.61743333,-123.1314944,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,40,40 MPH,0,No Controls,1,"Two-Way, Not Divided",41043030700,Census Tract 307,85486.0,3983,85.53853878985689,0.3012804418779814,5.397941250313834,0.75
410040,1,33,Female,Pedestrian,2015,February,Saturday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.499625,-122.9228444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41067032412,Census Tract 324.12,116331.0,4441,52.7358702994821,0.24769196126998425,27.8766043683855,7.658556043079377
410041,1,26,Female,Pedestrian,2015,February,Sunday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.0457,-122.9347111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001903,Census Tract 19.03,69208.0,2918,80.26045236463331,0.0,11.925976696367375,4.125083166999334
410041,2,4,Male,Pedestrian,2015,February,Sunday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.0457,-122.9347111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001903,Census Tract 19.03,69208.0,2918,80.26045236463331,0.0,11.925976696367375,4.125083166999334
410041,3,5,Female,Pedestrian,2015,February,Sunday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.0457,-122.9347111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001903,Census Tract 19.03,69208.0,2918,80.26045236463331,0.0,11.925976696367375,4.125083166999334
410041,4,8,Male,Pedestrian,2015,February,Sunday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.0457,-122.9347111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001903,Census Tract 19.03,69208.0,2918,80.26045236463331,0.0,11.925976696367375,4.125083166999334
410042,1,43,Male,Pedestrian,2015,February,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,42.42476944,-123.2799917,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",41033361302,Census Tract 3613.02,61250.0,3246,85.85951940850278,0.18484288354898337,11.367837338262476,0.0
410044,1,58,Male,Pedestrian,2015,February,Wednesday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.00975,-123.9131944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41007950900,Census Tract 9509,40739.0,4763,87.33991182028133,2.0785219399538106,9.741759395339072,31.206975676916016
410049,1,51,Male,Pedestrian,2015,March,Sunday,1:00am-1:59am,Dark - Unknown Lighting,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49743333,-122.9017611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41067031615,Census Tract 316.15,94750.0,4496,66.16992882562278,0.2001779359430605,17.304270462633454,1.128158844765343
410051,1,35,Female,Pedestrian,2015,March,Saturday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.21328056,-123.3037278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41019120001,Census Tract 1200.01,46280.0,2363,88.10833685992382,0.0,4.104951333051206,4.062229904926534
410054,1,61,Male,Persons on Personal Conveyances,2015,March,Wednesday,10:00am-10:59am,Daylight,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.52388056,-122.6702778,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051005103,Census Tract 51.03,26696.0,2885,75.28596187175043,5.511265164644714,8.630849220103986,35.55370524562864
410055,1,69,Female,Pedestrian,2015,January,Tuesday,7:00pm-7:59pm,Dark - Lighted,"Fog, Smog, Smoke",Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.69519722,-123.3953139,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41033360100,Census Tract 3601,43942.0,1889,86.65960825833776,2.170460561143462,1.4822657490735838,0.0
410060,1,18,Male,Pedestrian,2015,March,Thursday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,43.11133889,-123.5157333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",41019170000,Census Tract 1700,62344.0,4059,88.05124414880513,0.4927322000492732,2.094111850209411,0.6807351940095302
410063,1,42,Male,Pedestrian,2015,March,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,43.81113333,-123.039925,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",41039001201,Census Tract 12.01,71979.0,4245,84.45229681978799,0.7538280329799765,2.87396937573616,5.957683741648108
410065,1,51,Male,Pedestrian,2015,January,Friday,7:00pm-7:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,42.19764722,-121.7571361,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41035971500,Census Tract 9715,48034.0,5086,52.00550530869052,0.8257963035784506,31.911128588281557,0.0
410067,1,54,Male,Pedestrian,2015,January,Monday,5:00pm-5:59pm,Dark - Lighted,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.42752778,-122.634225,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41005021400,Census Tract 214,84432.0,5139,87.31270675228645,0.0,4.436660828955049,5.470999588646648
410079,1,29,Male,Pedestrian,2015,April,Saturday,0:00am-0:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.65921667,-123.0596528,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",41043020101,Census Tract 201.01,105000.0,5472,90.13157894736842,0.4934210526315789,6.213450292397661,2.536104262064107
410080,1,44,Female,Pedestrian,2015,April,Sunday,11:00pm-11:59pm,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.50048333,-122.8030889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41067031302,Census Tract 313.02,87076.0,4818,42.258198422581984,3.4246575342465753,41.739310917393105,20.387393302692054
410082,1,65,Male,Pedestrian,2015,April,Tuesday,10:00am-10:59am,Daylight,Rain,Trafficway Not in State Inventory,Trafficway Not in State Inventory,Not an Intersection,Outside Trafficway,None / Unknown,42.36530556,-122.8586806,Non-Trafficway Location,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not a Cyclist,Not Applicable,Not a Cyclist,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,No Controls,0,Non-Trafficway or Driveway Access,41029001200,Census Tract 12,71855.0,4368,69.73443223443223,1.1446886446886446,26.098901098901102,0.32080659945004586
410101,1,14,Male,Persons on Personal Conveyances,2015,April,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.35855833,-122.9040611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41029000901,Census Tract 9.01,100259.0,3082,87.83257624918885,0.0,10.966904607397794,2.43531202435312
410106,1,49,Female,Pedestrian,2015,April,Saturday,8:00pm-8:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49173333,-122.4817444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009803,Census Tract 98.03,49185.0,7899,52.0065831117863,6.114698063045955,30.522850993796684,9.956709956709958
410109,1,64,Male,Pedestrian,2015,April,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.23937222,-122.7733444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",41029001702,Census Tract 17.02,48466.0,4447,81.74049921295256,0.29233190915223745,13.020013492241961,4.191077061739523
410125,1,36,Male,Pedestrian,2015,May,Saturday,0:00am-0:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,44.9735,-123.0200306,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",41047000400,Census Tract 4,53686.0,5341,59.42707358172626,0.03744617112900206,30.81819883916869,4.233870967741935
410126,1,60,Male,Pedestrian,2015,May,Sunday,4:00am-4:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.59740833,-121.5634833,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",41035970100,Census Tract 9701,56962.0,3486,95.69707401032701,0.4016064257028112,2.5530694205393,2.5267249757045676
410129,1,55,Male,Pedestrian,2015,June,Tuesday,0:00am-0:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other Freeways and Expressways,Not an Intersection,On Roadway,Construction,44.91694444,-122.9931389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,28,Other Regulatory Sign,1,"Two-Way, Not Divided",41047001000,Census Tract 10,55648.0,4534,68.68107631230701,1.0807234230260256,21.08513453903838,5.51301684532925
410130,1,55,Male,Pedestrian,2015,June,Wednesday,5:00pm-5:59pm,Daylight,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.532325,-122.6021778,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,35,35 MPH,20,Stop Sign,1,"Two-Way, Not Divided",41051002802,Census Tract 28.02,121736.0,3176,80.41561712846348,0.34634760705289674,9.130982367758186,12.908496732026146
410137,1,45,Male,Pedestrian,2015,June,Tuesday,1:00pm-1:59pm,Daylight,Clear,Rural,Local,Not an Intersection,On Roadway,None / Unknown,43.98372778,-122.9910639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",41039001700,Census Tract 17,77188.0,5046,93.12326595323029,0.5747126436781609,1.6250495441934205,1.8435475834578976
410143,1,22,Male,Bicyclist,2015,May,Wednesday,12:00pm-12:59pm,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.49332778,-122.62265,Not a Pedestrian,At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051000902,Census Tract 9.02,84699.0,5324,65.43951915852743,4.338842975206612,12.340345604808414,25.899280575539567
410152,1,36,Male,Pedestrian,2015,June,Sunday,2:00pm-2:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.52304722,-122.6675972,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41051005103,Census Tract 51.03,26696.0,2885,75.28596187175043,5.511265164644714,8.630849220103986,35.55370524562864
410152,2,35,Female,Pedestrian,2015,June,Sunday,2:00pm-2:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.52304722,-122.6675972,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41051005103,Census Tract 51.03,26696.0,2885,75.28596187175043,5.511265164644714,8.630849220103986,35.55370524562864
410156,1,60,Female,Persons on Personal Conveyances,2015,June,Thursday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.12270278,-123.0480306,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",41039000300,Census Tract 3,89250.0,2588,87.71251931993818,0.0,3.9799072642967546,4.828226555246054
410160,1,37,Male,Bicyclist,2015,June,Saturday,10:00am-10:59am,Daylight,Clear,Rural,Local,Not an Intersection,On Roadway,None / Unknown,45.53203611,-122.2040889,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",41051010500,Census Tract 105,108971.0,3863,81.12865648459746,0.2847527828112866,12.451462593838986,1.6901408450704223
410167,1,77,Male,Pedestrian,2015,January,Thursday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.93945833,-123.0167222,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41047000600,Census Tract 6,54216.0,4569,68.35193696651346,1.4226307725979426,22.368133070693805,10.546541417591802
410168,1,58,Male,Pedestrian,2015,January,Monday,9:00am-9:59am,Daylight,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.07148611,-123.0422583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41039002103,Census Tract 21.03,57864.0,4362,72.07702888583218,3.943145346171481,14.51169188445667,8.915054667788057
410187,1,35,Female,Pedestrian,2015,June,Monday,11:00pm-11:59pm,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.04101389,-123.0423278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",41039003600,Census Tract 36,66875.0,3934,82.10472801220132,0.6354855109303508,7.168276563294357,10.508664058133036
410209,1,60,Female,Pedestrian,2015,July,Saturday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.49028889,-122.6013028,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41051000802,Census Tract 8.02,79400.0,4650,73.91397849462365,1.7419354838709675,12.946236559139784,22.55892255892256
410233,1,56,Female,Pedestrian,2015,August,Friday,1:00pm-1:59pm,Daylight,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.52693056,-122.6645528,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41051002303,Census Tract 23.03,55673.0,3710,68.4366576819407,7.52021563342318,9.326145552560646,33.648840511121634
410241,1,54,Female,Pedestrian,2015,August,Saturday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.39911111,-122.274775,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41005023404,Census Tract 234.04,94583.0,6563,86.37818071004114,0.5332927015084565,6.536644827060796,1.2544226439369572
410243,1,59,Male,Pedestrian,2015,August,Monday,8:00am-8:59am,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.526425,-122.5790806,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051001703,Census Tract 17.03,64988.0,3979,67.83111334506158,4.724805227444081,6.333249560191002,10.912951167728238
410244,1,47,Female,Pedestrian,2015,August,Friday,3:00pm-3:59pm,Daylight,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.60149722,-121.1774556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",41065970200,Census Tract 9702,50294.0,2986,69.75887474882786,0.4018754186202277,21.768251841929,3.6005434782608696
410253,1,78,Female,Pedestrian,2015,September,Friday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.04583889,-122.9807778,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001902,Census Tract 19.02,64224.0,5960,69.56375838926175,0.8389261744966443,18.036912751677853,6.128663875142749
410254,1,64,Female,Pedestrian,2015,July,Friday,2:00pm-2:59pm,Daylight,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,Construction,45.59696111,-123.5060472,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,50,Person,1,"Two-Way, Not Divided",41057960300,Census Tract 9603,51844.0,2931,81.20095530535653,0.0,12.555441828727396,1.9448946515397085
410267,1,34,Male,Pedestrian,2015,September,Sunday,2:00am-2:59am,Dark - Lighted,Cloudy,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.51931667,-122.6358944,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41051002001,Census Tract 20.01,77075.0,2419,82.76147168251343,0.0,8.185200496072758,27.210460772104604
410270,1,27,Male,Pedestrian,2015,October,Thursday,7:00pm-7:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.53364167,-122.9312111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067032608,Census Tract 326.08,90060.0,2219,66.33618747183417,0.0,12.708427219468229,7.297096053611318
410271,1,29,Male,Pedestrian,2015,September,Friday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.33055278,-122.5756278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,2,"Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median",41005022603,Census Tract 226.03,82781.0,3580,78.12849162011173,2.8770949720670393,12.76536312849162,4.273058884835852
410273,1,60,Male,Pedestrian,2015,October,Sunday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.18063333,-121.8013583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",41035970902,Census Tract 9709.02,43929.0,2906,88.19683413626979,0.0,2.3743977976600137,0.8204193254329991
410276,1,46,Female,Pedestrian,2015,October,Monday,8:00am-8:59am,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.52192778,-122.4771444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,3,"Two-Way,  Divided, Positive  Median Barrier",41051009606,Census Tract 96.06,50540.0,5369,35.59322033898305,2.2723039672192216,39.50456323337679,18.70109546165884
410278,1,59,Male,Pedestrian,2015,September,Saturday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Not an Intersection,On Shoulder,None / Unknown,42.49703889,-123.3618833,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",41033360400,Census Tract 3604,77045.0,4530,85.23178807947019,0.02207505518763797,6.004415011037527,0.0
410286,1,27,Male,Pedestrian,2015,November,Sunday,1:00am-1:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.577125,-122.6975,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41051003902,Census Tract 39.02,139393.0,3748,67.50266808964781,4.188900747065102,10.805763073639273,8.79560219890055
410291,1,80,Male,Pedestrian,2015,October,Friday,6:00am-6:59am,Dawn,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.84959722,-119.3043611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41059951000,Census Tract 9510,62868.0,6492,48.93715341959334,0.15403573629081946,44.03881700554529,3.374849337083166
410301,1,51,Male,Pedestrian,2015,November,Sunday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.07504167,-121.302975,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",41017001601,Census Tract 16.01,64363.0,4643,88.64958001292268,0.021537798836958864,2.067628688348051,0.6797281087564974
410308,1,54,Female,Bicyclist,2015,November,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.093,-123.1626,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,55,55 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039002600,Census Tract 26,61015.0,6094,66.65572694453562,0.7056120774532327,23.843124384640628,6.220735785953177
