ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410058,1,78,Female,Pedestrian,2021,March,Wednesday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.92828611,-123.27661944,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41053020202,Census Tract 202.02,68474.0,7050,80.80851063829788,0.9361702127659575,6.695035460992909,3.936
410072,1,23,Male,Pedestrian,2021,June,Monday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.08814444,-121.30608056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41017001102,Census Tract 11.02,149876.0,6466,84.99845344880916,0.5103618929786575,6.340859882462109,0.6343906510851419
410073,1,50,Male,Pedestrian,2021,March,Monday,2:00pm-2:59pm,Daylight,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.97000278,-122.97073333,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41047001606,Census Tract 16.06,83514.0,6030,31.87396351575456,0.5970149253731344,64.742951907131,0.5210420841683366
410089,1,22,Male,Pedestrian,2021,May,Monday,2:00am-2:59am,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.33198889,-122.87047222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41029000502,Census Tract 5.02,39184.0,5866,85.74838049778384,1.1933174224343674,7.722468462325264,8.175305520438265
410095,1,60,Male,Pedestrian,2021,May,Tuesday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.62244722,-121.13131667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41031960201,Census Tract 9602.01,44611.0,3265,43.30781010719755,0.0,41.13323124042879,6.340057636887608
410098,1,55,Male,Pedestrian,2021,April,Saturday,1:00am-1:59am,Dark - Unknown Lighting,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.13401944,-122.89777222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41047010303,Census Tract 103.03,70946.0,4410,39.54648526077097,0.36281179138321995,55.75963718820862,3.598400710795202
410101,1,66,Male,Pedestrian,2021,April,Saturday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.55918333,-122.57854167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051007700,Census Tract 77,80489.0,2069,46.44755920734654,17.448042532624456,17.931367810536493,6.2745098039215685
410102,1,41,Male,Bicyclist,2021,April,Wednesday,3:00am-3:59am,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.20330556,-121.22675278,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,65,65 MPH,97,Not Reported,1,"Two-Way, Not Divided",41017001002,Census Tract 10.02,78810.0,2557,83.2225263981228,0.0,0.27375831052014077,1.784121320249777
410104,1,24,Male,Pedestrian,2021,April,Thursday,1:00am-1:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.50691667,-122.82483889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067031402,Census Tract 314.02,73897.0,2887,50.710079667474886,3.567717353654312,30.65465881537929,20.876149269875608
410107,1,24,Male,Bicyclist,2021,April,Friday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.21145,-123.19794167,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Facing Traffic,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,41071030801,Census Tract 308.01,46520.0,5852,67.53246753246754,1.1449077238550922,23.78673957621326,14.304694419840565
410110,1,40,Female,Pedestrian,2021,April,Saturday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other Freeways and Expressways,Not an Intersection,On Roadway,None / Unknown,42.38698611,-122.85596389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41029001200,Census Tract 12,71855.0,4368,69.73443223443223,1.1446886446886446,26.098901098901102,0.32080659945004586
410112,1,23,Male,Pedestrian,2021,April,Saturday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.632,-123.94138056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41057960200,Census Tract 9602,54375.0,2816,91.76136363636364,0.5681818181818182,4.154829545454546,8.110599078341014
410134,1,41,Male,Pedestrian,2021,May,Saturday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.04875278,-122.97407222,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,6,Entrance/Exit Ramp,41047002502,Census Tract 25.02,79474.0,5713,59.110799929984246,0.0,34.605286189392615,1.1252813203300824
